Datetime,Actual,Predicted,Percent,Residual,Under20
2012-08-09 01:00:00,28,26.0,7.142857142857142,2.0,1
2012-08-09 02:00:00,14,14.0,0.0,0.0,1
2012-08-09 03:00:00,6,8.0,33.33333333333333,-2.0,0
2012-08-09 04:00:00,10,9.0,10.0,1.0,1
2012-08-09 05:00:00,41,26.0,36.58536585365854,15.0,0
2012-08-09 06:00:00,167,169.0,1.1976047904191618,-2.0,1
2012-08-09 07:00:00,475,470.0,1.0526315789473684,5.0,1
2012-08-09 08:00:00,698,702.0,0.5730659025787965,-4.0,1
2012-08-09 09:00:00,353,325.0,7.932011331444759,28.0,1
2012-08-09 10:00:00,205,193.0,5.853658536585367,12.0,1
2012-08-09 11:00:00,260,221.0,15.0,39.0,1
2012-08-09 12:00:00,277,275.0,0.7220216606498195,2.0,1
2012-08-09 13:00:00,281,260.0,7.473309608540925,21.0,1
2012-08-09 14:00:00,247,251.0,1.6194331983805668,-4.0,1
2012-08-09 15:00:00,267,263.0,1.4981273408239701,4.0,1
2012-08-09 16:00:00,417,411.0,1.4388489208633095,6.0,1
2012-08-09 17:00:00,810,818.0,0.9876543209876543,-8.0,1
2012-08-09 18:00:00,811,778.0,4.069050554870531,33.0,1
2012-08-09 19:00:00,623,580.0,6.902086677367576,43.0,1
2012-08-09 20:00:00,478,439.0,8.158995815899582,39.0,1
2012-08-09 21:00:00,336,322.0,4.166666666666666,14.0,1
2012-08-09 22:00:00,259,237.0,8.494208494208493,22.0,1
2012-08-09 23:00:00,156,163.0,4.487179487179487,-7.0,1
2012-08-10 00:00:00,85,91.0,7.0588235294117645,-6.0,1
2012-08-10 01:00:00,41,41.0,0.0,0.0,1
2012-08-10 02:00:00,20,19.0,5.0,1.0,1
2012-08-10 03:00:00,9,10.0,11.11111111111111,-1.0,1
2012-08-10 04:00:00,7,7.0,0.0,0.0,1
2012-08-10 05:00:00,33,27.0,18.181818181818183,6.0,1
2012-08-10 06:00:00,44,92.0,109.09090909090908,-48.0,0
2012-08-10 07:00:00,133,243.0,82.70676691729322,-110.0,0
2012-08-10 08:00:00,119,427.0,258.8235294117647,-308.0,0
2012-08-10 09:00:00,220,338.0,53.63636363636364,-118.0,0
2012-08-10 10:00:00,193,242.0,25.38860103626943,-49.0,0
2012-08-10 11:00:00,251,172.0,31.47410358565737,79.0,0
2012-08-10 12:00:00,315,320.0,1.5873015873015872,-5.0,1
2012-08-10 13:00:00,290,328.0,13.10344827586207,-38.0,1
2012-08-10 14:00:00,307,328.0,6.840390879478828,-21.0,1
2012-08-10 15:00:00,324,325.0,0.30864197530864196,-1.0,1
2012-08-10 16:00:00,467,507.0,8.565310492505352,-40.0,1
2012-08-10 17:00:00,730,751.0,2.8767123287671232,-21.0,1
2012-08-10 18:00:00,640,704.0,10.0,-64.0,1
2012-08-10 19:00:00,492,509.0,3.4552845528455287,-17.0,1
2012-08-10 20:00:00,370,381.0,2.9729729729729732,-11.0,1
2012-08-10 21:00:00,286,305.0,6.643356643356643,-19.0,1
2012-08-10 22:00:00,218,243.0,11.46788990825688,-25.0,1
2012-08-10 23:00:00,192,198.0,3.125,-6.0,1
2012-08-11 00:00:00,180,148.0,17.77777777777778,32.0,1
2012-08-11 01:00:00,116,101.0,12.931034482758621,15.0,1
2012-08-11 02:00:00,85,70.0,17.647058823529413,15.0,1
2012-08-11 03:00:00,21,28.0,33.33333333333333,-7.0,0
2012-08-11 04:00:00,10,12.0,20.0,-2.0,1
2012-08-11 05:00:00,11,14.0,27.27272727272727,-3.0,0
2012-08-11 06:00:00,23,29.0,26.08695652173913,-6.0,0
2012-08-11 07:00:00,62,89.0,43.54838709677419,-27.0,0
2012-08-11 08:00:00,162,166.0,2.4691358024691357,-4.0,1
2012-08-11 09:00:00,271,284.0,4.797047970479705,-13.0,1
2012-08-11 10:00:00,407,444.0,9.090909090909092,-37.0,1
2012-08-11 11:00:00,499,500.0,0.2004008016032064,-1.0,1
2012-08-11 12:00:00,546,574.0,5.128205128205128,-28.0,1
2012-08-11 13:00:00,569,570.0,0.17574692442882248,-1.0,1
2012-08-11 14:00:00,538,556.0,3.3457249070631967,-18.0,1
2012-08-11 15:00:00,562,561.0,0.1779359430604982,1.0,1
2012-08-11 16:00:00,531,581.0,9.416195856873824,-50.0,1
2012-08-11 17:00:00,512,462.0,9.765625,50.0,1
2012-08-11 18:00:00,300,471.0,56.99999999999999,-171.0,0
2012-08-11 19:00:00,275,385.0,40.0,-110.0,0
2012-08-11 20:00:00,160,158.0,1.25,2.0,1
2012-08-11 21:00:00,128,263.0,105.46875,-135.0,0
2012-08-11 22:00:00,168,219.0,30.357142857142854,-51.0,0
2012-08-11 23:00:00,163,141.0,13.496932515337424,22.0,1
2012-08-12 00:00:00,120,140.0,16.666666666666664,-20.0,1
2012-08-12 01:00:00,113,112.0,0.8849557522123894,1.0,1
2012-08-12 02:00:00,86,82.0,4.651162790697675,4.0,1
2012-08-12 03:00:00,48,39.0,18.75,9.0,1
2012-08-12 04:00:00,10,12.0,20.0,-2.0,1
2012-08-12 05:00:00,10,11.0,10.0,-1.0,1
2012-08-12 06:00:00,16,20.0,25.0,-4.0,0
2012-08-12 07:00:00,39,60.0,53.84615384615385,-21.0,0
2012-08-12 08:00:00,119,112.0,5.88235294117647,7.0,1
2012-08-12 09:00:00,217,244.0,12.442396313364055,-27.0,1
2012-08-12 10:00:00,328,386.0,17.682926829268293,-58.0,1
2012-08-12 11:00:00,449,514.0,14.476614699331849,-65.0,1
2012-08-12 12:00:00,505,591.0,17.02970297029703,-86.0,1
2012-08-12 13:00:00,543,551.0,1.4732965009208103,-8.0,1
2012-08-12 14:00:00,579,578.0,0.17271157167530224,1.0,1
2012-08-12 15:00:00,577,575.0,0.34662045060658575,2.0,1
2012-08-12 16:00:00,513,567.0,10.526315789473683,-54.0,1
2012-08-12 17:00:00,505,494.0,2.178217821782178,11.0,1
2012-08-12 18:00:00,491,466.0,5.091649694501019,25.0,1
2012-08-12 19:00:00,465,402.0,13.548387096774196,63.0,1
2012-08-12 20:00:00,300,306.0,2.0,-6.0,1
2012-08-12 21:00:00,220,245.0,11.363636363636363,-25.0,1
2012-08-12 22:00:00,181,161.0,11.049723756906078,20.0,1
2012-08-12 23:00:00,110,97.0,11.818181818181818,13.0,1
2012-08-13 00:00:00,47,44.0,6.382978723404255,3.0,1
2012-08-13 01:00:00,14,20.0,42.857142857142854,-6.0,0
2012-08-13 02:00:00,9,11.0,22.22222222222222,-2.0,0
2012-08-13 03:00:00,6,6.0,0.0,0.0,1
2012-08-13 04:00:00,11,8.0,27.27272727272727,3.0,0
2012-08-13 05:00:00,36,34.0,5.555555555555555,2.0,1
2012-08-13 06:00:00,159,162.0,1.8867924528301887,-3.0,1
2012-08-13 07:00:00,436,444.0,1.834862385321101,-8.0,1
2012-08-13 08:00:00,673,686.0,1.9316493313521546,-13.0,1
2012-08-13 09:00:00,305,323.0,5.901639344262295,-18.0,1
2012-08-13 10:00:00,199,196.0,1.507537688442211,3.0,1
2012-08-13 11:00:00,245,223.0,8.979591836734693,22.0,1
2012-08-13 12:00:00,276,283.0,2.536231884057971,-7.0,1
2012-08-13 13:00:00,254,283.0,11.41732283464567,-29.0,1
2012-08-13 14:00:00,248,268.0,8.064516129032258,-20.0,1
2012-08-13 15:00:00,274,283.0,3.2846715328467155,-9.0,1
2012-08-13 16:00:00,464,486.0,4.741379310344827,-22.0,1
2012-08-13 17:00:00,818,867.0,5.990220048899755,-49.0,1
2012-08-13 18:00:00,812,843.0,3.8177339901477834,-31.0,1
2012-08-13 19:00:00,555,603.0,8.64864864864865,-48.0,1
2012-08-13 20:00:00,432,449.0,3.935185185185185,-17.0,1
2012-08-13 21:00:00,290,340.0,17.24137931034483,-50.0,1
2012-08-13 22:00:00,192,237.0,23.4375,-45.0,0
2012-08-13 23:00:00,128,124.0,3.125,4.0,1
2012-08-14 00:00:00,60,45.0,25.0,15.0,0
2012-08-14 01:00:00,27,20.0,25.925925925925924,7.0,0
2012-08-14 02:00:00,11,11.0,0.0,0.0,1
2012-08-14 03:00:00,3,7.0,133.33333333333331,-4.0,0
2012-08-14 04:00:00,5,8.0,60.0,-3.0,0
2012-08-14 05:00:00,36,37.0,2.7777777777777777,-1.0,1
2012-08-14 06:00:00,64,111.0,73.4375,-47.0,0
2012-08-14 07:00:00,179,449.0,150.83798882681566,-270.0,0
2012-08-14 08:00:00,618,754.0,22.006472491909385,-136.0,0
2012-08-14 09:00:00,402,340.0,15.422885572139302,62.0,1
2012-08-14 10:00:00,208,197.0,5.288461538461538,11.0,1
2012-08-14 11:00:00,196,229.0,16.83673469387755,-33.0,1
2012-08-14 12:00:00,300,284.0,5.333333333333334,16.0,1
2012-08-14 13:00:00,286,283.0,1.048951048951049,3.0,1
2012-08-14 14:00:00,255,268.0,5.098039215686274,-13.0,1
2012-08-14 15:00:00,283,280.0,1.0600706713780919,3.0,1
2012-08-14 16:00:00,458,432.0,5.676855895196507,26.0,1
2012-08-14 17:00:00,812,729.0,10.22167487684729,83.0,1
2012-08-14 18:00:00,854,848.0,0.702576112412178,6.0,1
2012-08-14 19:00:00,627,612.0,2.3923444976076556,15.0,1
2012-08-14 20:00:00,436,445.0,2.064220183486239,-9.0,1
2012-08-14 21:00:00,308,351.0,13.96103896103896,-43.0,1
2012-08-14 22:00:00,189,255.0,34.92063492063492,-66.0,0
2012-08-14 23:00:00,167,152.0,8.982035928143713,15.0,1
2012-08-15 00:00:00,60,52.0,13.333333333333334,8.0,1
2012-08-15 01:00:00,37,23.0,37.83783783783784,14.0,0
2012-08-15 02:00:00,8,13.0,62.5,-5.0,0
2012-08-15 03:00:00,11,8.0,27.27272727272727,3.0,0
2012-08-15 04:00:00,4,7.0,75.0,-3.0,0
2012-08-15 05:00:00,39,36.0,7.6923076923076925,3.0,1
2012-08-15 06:00:00,172,177.0,2.9069767441860463,-5.0,1
2012-08-15 07:00:00,492,456.0,7.317073170731707,36.0,1
2012-08-15 08:00:00,682,701.0,2.785923753665689,-19.0,1
2012-08-15 09:00:00,367,349.0,4.904632152588556,18.0,1
2012-08-15 10:00:00,233,209.0,10.300429184549357,24.0,1
2012-08-15 11:00:00,235,229.0,2.553191489361702,6.0,1
2012-08-15 12:00:00,307,291.0,5.211726384364821,16.0,1
2012-08-15 13:00:00,294,276.0,6.122448979591836,18.0,1
2012-08-15 14:00:00,255,258.0,1.1764705882352942,-3.0,1
2012-08-15 15:00:00,266,281.0,5.639097744360902,-15.0,1
2012-08-15 16:00:00,431,438.0,1.6241299303944314,-7.0,1
2012-08-15 17:00:00,851,861.0,1.1750881316098707,-10.0,1
2012-08-15 18:00:00,848,863.0,1.7688679245283019,-15.0,1
2012-08-15 19:00:00,649,603.0,7.0878274268104775,46.0,1
2012-08-15 20:00:00,427,446.0,4.449648711943794,-19.0,1
2012-08-15 21:00:00,315,345.0,9.523809523809524,-30.0,1
2012-08-15 22:00:00,226,264.0,16.8141592920354,-38.0,1
2012-08-15 23:00:00,138,160.0,15.942028985507244,-22.0,1
2012-08-16 00:00:00,76,61.0,19.736842105263158,15.0,1
2012-08-16 01:00:00,21,26.0,23.809523809523807,-5.0,0
2012-08-16 02:00:00,15,14.0,6.666666666666667,1.0,1
2012-08-16 03:00:00,4,7.0,75.0,-3.0,0
2012-08-16 04:00:00,5,7.0,40.0,-2.0,0
2012-08-16 05:00:00,37,37.0,0.0,0.0,1
2012-08-16 06:00:00,165,180.0,9.090909090909092,-15.0,1
2012-08-16 07:00:00,464,461.0,0.646551724137931,3.0,1
2012-08-16 08:00:00,682,737.0,8.064516129032258,-55.0,1
2012-08-16 09:00:00,337,341.0,1.1869436201780417,-4.0,1
2012-08-16 10:00:00,199,208.0,4.522613065326634,-9.0,1
2012-08-16 11:00:00,274,262.0,4.37956204379562,12.0,1
2012-08-16 12:00:00,343,282.0,17.784256559766764,61.0,1
2012-08-16 13:00:00,300,285.0,5.0,15.0,1
2012-08-16 14:00:00,248,268.0,8.064516129032258,-20.0,1
2012-08-16 15:00:00,260,282.0,8.461538461538462,-22.0,1
2012-08-16 16:00:00,419,426.0,1.6706443914081146,-7.0,1
2012-08-16 17:00:00,897,843.0,6.0200668896321075,54.0,1
2012-08-16 18:00:00,832,813.0,2.283653846153846,19.0,1
2012-08-16 19:00:00,677,606.0,10.487444608567207,71.0,1
2012-08-16 20:00:00,514,451.0,12.2568093385214,63.0,1
2012-08-16 21:00:00,356,355.0,0.2808988764044944,1.0,1
2012-08-16 22:00:00,254,279.0,9.84251968503937,-25.0,1
2012-08-16 23:00:00,226,170.0,24.778761061946902,56.0,0
2012-08-17 00:00:00,88,63.0,28.40909090909091,25.0,0
2012-08-17 01:00:00,54,29.0,46.2962962962963,25.0,0
2012-08-17 02:00:00,19,14.0,26.31578947368421,5.0,0
2012-08-17 03:00:00,6,6.0,0.0,0.0,1
2012-08-17 04:00:00,9,6.0,33.33333333333333,3.0,0
2012-08-17 05:00:00,36,27.0,25.0,9.0,0
2012-08-17 06:00:00,157,119.0,24.203821656050955,38.0,0
2012-08-17 07:00:00,379,317.0,16.358839050131927,62.0,1
2012-08-17 08:00:00,668,554.0,17.065868263473057,114.0,1
2012-08-17 09:00:00,378,270.0,28.57142857142857,108.0,0
2012-08-17 10:00:00,231,169.0,26.83982683982684,62.0,0
2012-08-17 11:00:00,303,199.0,34.32343234323432,104.0,0
2012-08-17 12:00:00,365,244.0,33.15068493150685,121.0,0
2012-08-17 13:00:00,357,245.0,31.372549019607842,112.0,0
2012-08-17 14:00:00,328,223.0,32.01219512195122,105.0,0
2012-08-17 15:00:00,383,229.0,40.2088772845953,154.0,0
2012-08-17 16:00:00,488,291.0,40.36885245901639,197.0,0
2012-08-17 17:00:00,791,509.0,35.65107458912769,282.0,0
2012-08-17 18:00:00,669,405.0,39.46188340807175,264.0,0
2012-08-17 19:00:00,491,289.0,41.14052953156823,202.0,0
2012-08-17 20:00:00,359,241.0,32.86908077994429,118.0,0
2012-08-17 21:00:00,255,235.0,7.8431372549019605,20.0,1
2012-08-17 22:00:00,213,115.0,46.009389671361504,98.0,0
2012-08-17 23:00:00,121,97.0,19.834710743801654,24.0,1
2012-08-18 00:00:00,105,135.0,28.57142857142857,-30.0,0
2012-08-18 01:00:00,92,65.0,29.347826086956523,27.0,0
2012-08-18 02:00:00,43,63.0,46.51162790697674,-20.0,0
2012-08-18 03:00:00,30,31.0,3.3333333333333335,-1.0,1
2012-08-18 04:00:00,13,12.0,7.6923076923076925,1.0,1
2012-08-18 05:00:00,9,15.0,66.66666666666666,-6.0,0
2012-08-18 06:00:00,27,29.0,7.4074074074074066,-2.0,1
2012-08-18 07:00:00,64,85.0,32.8125,-21.0,0
2012-08-18 08:00:00,189,173.0,8.465608465608465,16.0,1
2012-08-18 09:00:00,292,319.0,9.246575342465754,-27.0,1
2012-08-18 10:00:00,480,450.0,6.25,30.0,1
2012-08-18 11:00:00,536,564.0,5.223880597014925,-28.0,1
2012-08-18 12:00:00,654,645.0,1.3761467889908259,9.0,1
2012-08-18 13:00:00,644,653.0,1.3975155279503106,-9.0,1
2012-08-18 14:00:00,598,629.0,5.183946488294314,-31.0,1
2012-08-18 15:00:00,596,629.0,5.5369127516778525,-33.0,1
2012-08-18 16:00:00,641,654.0,2.02808112324493,-13.0,1
2012-08-18 17:00:00,635,624.0,1.7322834645669292,11.0,1
2012-08-18 18:00:00,554,578.0,4.332129963898916,-24.0,1
2012-08-18 19:00:00,488,476.0,2.459016393442623,12.0,1
2012-08-18 20:00:00,341,367.0,7.624633431085044,-26.0,1
2012-08-18 21:00:00,338,291.0,13.905325443786982,47.0,1
2012-08-18 22:00:00,261,241.0,7.662835249042145,20.0,1
2012-08-18 23:00:00,235,202.0,14.042553191489363,33.0,1
2012-08-19 00:00:00,187,156.0,16.577540106951872,31.0,1
2012-08-19 01:00:00,131,101.0,22.900763358778626,30.0,0
2012-08-19 02:00:00,119,78.0,34.45378151260504,41.0,0
2012-08-19 03:00:00,55,42.0,23.636363636363637,13.0,0
2012-08-19 04:00:00,26,12.0,53.84615384615385,14.0,0
2012-08-19 05:00:00,11,11.0,0.0,0.0,1
2012-08-19 06:00:00,20,20.0,0.0,0.0,1
2012-08-19 07:00:00,41,59.0,43.90243902439025,-18.0,0
2012-08-19 08:00:00,124,114.0,8.064516129032258,10.0,1
2012-08-19 09:00:00,270,226.0,16.296296296296298,44.0,1
2012-08-19 10:00:00,425,356.0,16.235294117647058,69.0,1
2012-08-19 11:00:00,272,266.0,2.2058823529411766,6.0,1
2012-08-19 12:00:00,298,316.0,6.0402684563758395,-18.0,1
2012-08-19 13:00:00,162,206.0,27.160493827160494,-44.0,0
2012-08-19 14:00:00,149,322.0,116.10738255033557,-173.0,0
2012-08-19 15:00:00,276,457.0,65.57971014492753,-181.0,0
2012-08-19 16:00:00,356,465.0,30.61797752808989,-109.0,0
2012-08-19 17:00:00,343,365.0,6.41399416909621,-22.0,1
2012-08-19 18:00:00,377,330.0,12.46684350132626,47.0,1
2012-08-19 19:00:00,341,324.0,4.9853372434017595,17.0,1
2012-08-19 20:00:00,274,232.0,15.328467153284672,42.0,1
2012-08-19 21:00:00,190,112.0,41.05263157894737,78.0,0
2012-08-19 22:00:00,56,139.0,148.21428571428572,-83.0,0
2012-08-19 23:00:00,46,91.0,97.82608695652173,-45.0,0
2012-08-20 00:00:00,26,36.0,38.46153846153847,-10.0,0
2012-08-20 01:00:00,10,18.0,80.0,-8.0,0
2012-08-20 02:00:00,5,9.0,80.0,-4.0,0
2012-08-20 03:00:00,3,6.0,100.0,-3.0,0
2012-08-20 04:00:00,7,6.0,14.285714285714285,1.0,1
2012-08-20 05:00:00,37,29.0,21.62162162162162,8.0,0
2012-08-20 06:00:00,161,158.0,1.8633540372670807,3.0,1
2012-08-20 07:00:00,442,430.0,2.7149321266968327,12.0,1
2012-08-20 08:00:00,655,652.0,0.45801526717557256,3.0,1
2012-08-20 09:00:00,357,315.0,11.76470588235294,42.0,1
2012-08-20 10:00:00,193,188.0,2.5906735751295336,5.0,1
2012-08-20 11:00:00,241,223.0,7.468879668049793,18.0,1
2012-08-20 12:00:00,282,269.0,4.609929078014184,13.0,1
2012-08-20 13:00:00,291,280.0,3.7800687285223367,11.0,1
2012-08-20 14:00:00,275,267.0,2.909090909090909,8.0,1
2012-08-20 15:00:00,309,283.0,8.414239482200648,26.0,1
2012-08-20 16:00:00,460,435.0,5.434782608695652,25.0,1
2012-08-20 17:00:00,893,842.0,5.711086226203808,51.0,1
2012-08-20 18:00:00,815,601.0,26.25766871165644,214.0,0
2012-08-20 19:00:00,299,460.0,53.84615384615385,-161.0,0
2012-08-20 20:00:00,261,286.0,9.578544061302683,-25.0,1
2012-08-20 21:00:00,245,251.0,2.4489795918367347,-6.0,1
2012-08-20 22:00:00,161,160.0,0.6211180124223602,1.0,1
2012-08-20 23:00:00,102,94.0,7.8431372549019605,8.0,1
2012-08-21 00:00:00,59,35.0,40.67796610169492,24.0,0
2012-08-21 01:00:00,33,17.0,48.484848484848484,16.0,0
2012-08-21 02:00:00,8,9.0,12.5,-1.0,1
2012-08-21 03:00:00,3,6.0,100.0,-3.0,0
2012-08-21 04:00:00,4,7.0,75.0,-3.0,0
2012-08-21 05:00:00,34,33.0,2.941176470588235,1.0,1
2012-08-21 06:00:00,169,169.0,0.0,0.0,1
2012-08-21 07:00:00,519,476.0,8.285163776493256,43.0,1
2012-08-21 08:00:00,723,756.0,4.564315352697095,-33.0,1
2012-08-21 09:00:00,328,337.0,2.7439024390243905,-9.0,1
2012-08-21 10:00:00,178,208.0,16.853932584269664,-30.0,1
2012-08-21 11:00:00,256,233.0,8.984375,23.0,1
2012-08-21 12:00:00,305,330.0,8.19672131147541,-25.0,1
2012-08-21 13:00:00,331,316.0,4.531722054380665,15.0,1
2012-08-21 14:00:00,302,315.0,4.304635761589404,-13.0,1
2012-08-21 15:00:00,302,293.0,2.980132450331126,9.0,1
2012-08-21 16:00:00,467,448.0,4.068522483940043,19.0,1
2012-08-21 17:00:00,878,869.0,1.0250569476082005,9.0,1
2012-08-21 18:00:00,625,878.0,40.48,-253.0,0
2012-08-21 19:00:00,476,357.0,25.0,119.0,0
2012-08-21 20:00:00,358,406.0,13.40782122905028,-48.0,1
2012-08-21 21:00:00,280,311.0,11.071428571428571,-31.0,1
2012-08-21 22:00:00,232,215.0,7.327586206896551,17.0,1
2012-08-21 23:00:00,136,112.0,17.647058823529413,24.0,1
2012-08-22 00:00:00,55,42.0,23.636363636363637,13.0,0
2012-08-22 01:00:00,21,20.0,4.761904761904762,1.0,1
2012-08-22 02:00:00,17,11.0,35.294117647058826,6.0,0
2012-08-22 03:00:00,7,7.0,0.0,0.0,1
2012-08-22 04:00:00,8,7.0,12.5,1.0,1
2012-08-22 05:00:00,40,36.0,10.0,4.0,1
2012-08-22 06:00:00,187,169.0,9.62566844919786,18.0,1
2012-08-22 07:00:00,553,459.0,16.998191681735985,94.0,1
2012-08-22 08:00:00,740,736.0,0.5405405405405406,4.0,1
2012-08-22 09:00:00,376,342.0,9.042553191489363,34.0,1
2012-08-22 10:00:00,225,210.0,6.666666666666667,15.0,1
2012-08-22 11:00:00,267,233.0,12.734082397003746,34.0,1
2012-08-22 12:00:00,312,289.0,7.371794871794872,23.0,1
2012-08-22 13:00:00,316,290.0,8.227848101265822,26.0,1
2012-08-22 14:00:00,266,272.0,2.2556390977443606,-6.0,1
2012-08-22 15:00:00,316,287.0,9.177215189873419,29.0,1
2012-08-22 16:00:00,460,374.0,18.695652173913043,86.0,1
2012-08-22 17:00:00,783,773.0,1.277139208173691,10.0,1
2012-08-22 18:00:00,683,794.0,16.251830161054173,-111.0,1
2012-08-22 19:00:00,580,541.0,6.724137931034482,39.0,1
2012-08-22 20:00:00,391,407.0,4.092071611253197,-16.0,1
2012-08-22 21:00:00,351,313.0,10.826210826210826,38.0,1
2012-08-22 22:00:00,281,239.0,14.94661921708185,42.0,1
2012-08-22 23:00:00,140,122.0,12.857142857142856,18.0,1
2012-08-23 00:00:00,60,55.0,8.333333333333332,5.0,1
2012-08-23 01:00:00,25,22.0,12.0,3.0,1
2012-08-23 02:00:00,20,12.0,40.0,8.0,0
2012-08-23 03:00:00,9,7.0,22.22222222222222,2.0,0
2012-08-23 04:00:00,6,7.0,16.666666666666664,-1.0,1
2012-08-23 05:00:00,37,34.0,8.108108108108109,3.0,1
2012-08-23 06:00:00,192,164.0,14.583333333333334,28.0,1
2012-08-23 07:00:00,481,435.0,9.563409563409564,46.0,1
2012-08-23 08:00:00,707,711.0,0.5657708628005658,-4.0,1
2012-08-23 09:00:00,412,340.0,17.475728155339805,72.0,1
2012-08-23 10:00:00,233,205.0,12.017167381974248,28.0,1
2012-08-23 11:00:00,278,231.0,16.906474820143885,47.0,1
2012-08-23 12:00:00,332,291.0,12.349397590361445,41.0,1
2012-08-23 13:00:00,346,310.0,10.404624277456648,36.0,1
2012-08-23 14:00:00,305,261.0,14.426229508196723,44.0,1
2012-08-23 15:00:00,305,272.0,10.819672131147541,33.0,1
2012-08-23 16:00:00,465,434.0,6.666666666666667,31.0,1
2012-08-23 17:00:00,820,858.0,4.634146341463414,-38.0,1
2012-08-23 18:00:00,941,857.0,8.926673751328375,84.0,1
2012-08-23 19:00:00,633,624.0,1.4218009478672986,9.0,1
2012-08-23 20:00:00,474,437.0,7.805907172995781,37.0,1
2012-08-23 21:00:00,329,344.0,4.5592705167173255,-15.0,1
2012-08-23 22:00:00,198,246.0,24.242424242424242,-48.0,0
2012-08-23 23:00:00,157,157.0,0.0,0.0,1
2012-08-24 00:00:00,111,83.0,25.225225225225223,28.0,0
2012-08-24 01:00:00,42,38.0,9.523809523809524,4.0,1
2012-08-24 02:00:00,16,18.0,12.5,-2.0,1
2012-08-24 03:00:00,8,10.0,25.0,-2.0,0
2012-08-24 04:00:00,8,9.0,12.5,-1.0,1
2012-08-24 05:00:00,38,36.0,5.263157894736842,2.0,1
2012-08-24 06:00:00,151,146.0,3.3112582781456954,5.0,1
2012-08-24 07:00:00,425,415.0,2.3529411764705883,10.0,1
2012-08-24 08:00:00,744,667.0,10.349462365591398,77.0,1
2012-08-24 09:00:00,389,341.0,12.339331619537274,48.0,1
2012-08-24 10:00:00,262,242.0,7.633587786259542,20.0,1
2012-08-24 11:00:00,281,297.0,5.6939501779359425,-16.0,1
2012-08-24 12:00:00,371,357.0,3.7735849056603774,14.0,1
2012-08-24 13:00:00,351,343.0,2.2792022792022792,8.0,1
2012-08-24 14:00:00,338,335.0,0.8875739644970414,3.0,1
2012-08-24 15:00:00,350,352.0,0.5714285714285714,-2.0,1
2012-08-24 16:00:00,515,526.0,2.1359223300970873,-11.0,1
2012-08-24 17:00:00,812,768.0,5.41871921182266,44.0,1
2012-08-24 18:00:00,736,702.0,4.619565217391304,34.0,1
2012-08-24 19:00:00,536,512.0,4.477611940298507,24.0,1
2012-08-24 20:00:00,363,364.0,0.27548209366391185,-1.0,1
2012-08-24 21:00:00,306,297.0,2.941176470588235,9.0,1
2012-08-24 22:00:00,251,238.0,5.179282868525896,13.0,1
2012-08-24 23:00:00,178,189.0,6.179775280898876,-11.0,1
2012-08-25 00:00:00,135,145.0,7.4074074074074066,-10.0,1
